avocado_id,temperature,humidity,pressure,gas_resistance,co2,day,ripeness_label,time_hours,box_type
18,26.9,75.6,1007.8,210.0,4250,2,0,90,1
19,27.2,77.0,1007.6,402.0,4650,2,0,90,1
20,27.6,76.7,1006.3,322.0,4480,2,0,90,1
11,28.1,76.5,1007.2,315.3,2520,3,1,96,1
12,27.8,77.2,1007.0,388.1,3251,3,1,96,1
13,27.6,76.0,1007.8,345.7,4126,3,1,96,1
14,27.5,76.5,1006.7,400.1,5000,3,1,96,1
15,27.9,77.3,1006.9,335.6,3240,3,1,96,1
16,28.0,76.1,1007.3,360.1,4351,3,1,96,1
17,27.5,76.5,1007.0,305.3,3401,3,1,96,1
18,27.2,75.8,1007.9,215.8,4160,3,1,96,1
19,27.8,77.0,1007.7,405.5,4230,3,1,96,1
20,28.2,76.8,1006.5,325.4,4150,3,1,96,1
11,29.3,75.8,1007.6,355.4,4250,3,0,102,1
12,29.7,76.1,1007.4,398.7,4500,3,0,102,1
13,28.9,75.3,1008.1,320.2,3750,3,0,102,1
14,28.8,75.9,1007.2,440.3,4900,3,0,102,1
15,29.5,76.6,1007.3,370.5,4100,3,0,102,1
16,29.6,75.6,1008.2,365.7,4450,3,0,102,1
17,29.0,75.7,1007.6,335.6,4820,3,0,102,1
18,28.6,75.1,1008.3,255.1,4700,3,0,102,1
19,29.2,76.2,1008.0,410.8,4950,3,0,102,1
20,29.8,75.9,1007.1,340.9,4520,3,0,102,1
11,29.6,77.1,1007.2,300.6,4700,3,0,108,1
12,30.0,77.4,1007.0,342.8,4950,3,0,108,1
13,29.2,76.3,1007.7,265.4,4200,3,0,108,1
14,29.1,76.9,1006.8,385.7,5000,3,0,108,1
15,29.8,77.6,1006.9,315.2,4520,3,0,108,1
16,29.9,76.8,1007.8,310.4,4800,3,0,108,1
17,29.4,77.0,1007.1,280.9,5000,3,0,108,1
18,29.0,76.2,1007.9,210.5,4950,3,0,108,1
19,29.5,77.3,1007.6,350.3,5000,3,0,108,1
20,30.2,76.7,1006.7,295.8,4880,3,0,108,1
11,29.1,78.2,1006.8,245.7,4450,3,0,114,1
12,29.5,78.6,1006.6,290.3,4620,3,0,114,1
13,28.8,77.4,1007.3,215.6,3980,3,0,114,1
14,28.7,78.0,1006.4,335.4,4700,3,0,114,1
15,29.3,78.7,1006.5,260.8,4300,3,0,114,1
16,29.4,77.8,1007.4,255.9,4500,3,0,114,1
17,29.0,78.1,1006.7,225.1,4680,3,0,114,1
18,28.6,77.3,1007.6,160.4,4550,3,0,114,1
19,29.1,78.4,1007.2,300.2,4800,3,0,114,1
20,29.6,77.6,1006.3,240.6,4600,3,0,114,1
11,29.0,76.4,1006.2,305.8,3950,4,0,120,1
12,29.3,76.8,1006.0,348.7,4025,4,0,120,1
13,28.6,75.9,1006.6,278.4,3650,4,0,120,1
14,28.5,76.3,1005.9,390.1,4200,4,0,120,1
15,29.1,77.0,1006.1,325.6,3810,4,0,120,1
16,29.2,76.2,1006.8,320.7,3985,4,0,120,1
17,28.8,76.5,1006.2,295.3,4100,4,0,120,1
18,28.4,75.8,1006.9,220.6,3920,4,0,120,1
19,28.9,76.7,1006.5,360.5,4150,4,0,120,1
20,28.7,76.1,1005.8,298.2,4005,4,0,120,1
11,29.3,77.3,1006.9,268.4,4180,4,0,126,1
12,29.6,77.7,1006.6,310.5,4325,4,0,126,1
13,28.9,76.8,1007.2,240.7,3890,4,0,126,1
14,28.8,77.2,1006.5,358.6,4500,4,0,126,1
15,29.4,77.9,1006.8,295.3,4100,4,0,126,1
16,29.5,77.1,1007.4,289.8,4280,4,0,126,1
17,29.1,77.4,1006.9,262.4,4385,4,0,126,1
18,28.7,76.7,1007.5,185.2,4200,4,0,126,1
19,29.2,77.6,1007.1,332.7,4450,4,0,126,1
20,29.0,77.0,1006.3,270.9,4305,4,0,126,1
11,29.6,78.1,1006.4,210.5,4450,4,0,132,1
12,29.9,78.5,1006.2,252.7,4600,4,0,132,1
13,29.2,77.6,1006.8,190.8,4200,4,0,132,1
14,29.1,78.0,1006.1,305.4,4750,4,0,132,1
15,29.7,78.7,1006.3,238.9,4400,4,0,132,1
16,29.8,77.9,1006.9,230.7,4550,4,0,132,1
17,29.4,78.2,1006.4,200.6,4680,4,0,132,1
18,29.0,77.5,1007.0,145.3,4500,4,0,132,1
19,29.5,78.4,1006.7,270.5,4800,4,0,132,1
20,29.3,77.8,1006.0,215.8,4620,4,0,138,1
11,29.9,79.0,1006.0,160.4,4800,4,1,138,1
12,30.2,79.4,1005.8,200.6,4950,4,0,138,1
13,29.5,78.5,1006.4,145.7,4550,4,0,138,1
14,29.4,78.9,1005.7,230.3,5000,4,0,138,1
15,30.0,79.6,1005.9,175.6,4720,4,0,138,1
16,30.1,78.8,1006.5,170.2,4880,4,0,138,1
17,29.7,79.1,1006.0,150.8,4950,4,0,138,1
18,29.3,78.4,1006.6,110.5,4700,4,0,138,1
19,29.8,79.3,1006.2,205.4,5000,4,0,138,1
20,29.6,78.7,1005.6,165.7,4850,4,0,138,1
11,29.5,77.6,1005.4,220.6,4200,5,1,144,1
12,29.8,78.0,1005.2,270.5,4380,5,0,144,1
13,29.1,77.1,1005.8,205.4,3980,5,0,144,1
14,29.0,77.5,1005.1,300.2,4520,5,0,144,1
15,29.6,78.3,1005.3,240.7,4150,5,0,144,1
16,29.7,77.4,1006.0,235.9,4300,5,0,144,1
17,29.3,77.8,1005.4,210.3,4400,5,0,144,1
18,28.9,77.0,1006.1,165.8,4180,5,0,144,1
19,29.4,78.1,1005.7,260.6,4480,5,0,144,1
20,29.2,77.3,1005.0,225.4,4320,5,0,144,1
11,29.8,78.7,1005.9,185.7,4550,5,1,150,1
12,30.1,79.1,1005.7,235.6,4700,5,0,150,1
13,29.4,78.2,1006.3,170.2,4300,5,0,150,1
14,29.3,78.6,1005.6,255.8,4850,5,0,150,1
15,29.9,79.4,1005.8,205.9,4480,5,0,150,1
16,30.0,78.5,1006.4,200.3,4620,5,0,150,1
17,29.6,78.9,1005.9,175.4,4750,5,0,150,1
18,29.2,78.1,1006.5,135.6,4500,5,0,150,1
19,29.7,79.2,1006.1,230.8,4900,5,0,150,1
20,29.5,78.4,1005.5,195.5,4680,5,0,150,1
11,30.0,79.1,1005.6,312.5,3680,5,2,156,1
12,30.3,79.5,1005.4,345.7,3820,5,2,156,1
13,29.6,78.6,1006.0,305.6,3450,5,1,156,1
14,29.5,79.0,1005.3,372.4,3950,5,0,156,1
15,30.1,79.8,1005.5,328.8,3600,5,0,156,1
16,30.2,78.9,1006.1,318.9,3750,5,1,156,1
17,29.8,79.3,1005.6,301.7,3880,5,0,156,1
18,29.4,78.5,1006.2,309.6,3620,5,0,156,1
19,29.9,79.6,1005.8,356.8,3980,5,1,156,1
20,29.7,78.8,1005.2,320.3,3800,5,0,156,1
11,29.4,79.7,1005.2,332.4,3900,5,2,162,1
12,29.6,80.0,1005.0,365.2,3980,5,2,162,1
13,29.1,79.1,1005.6,310.5,3700,5,1,162,1
14,29.0,79.5,1004.9,382.1,4000,5,1,162,1
15,29.5,80.2,1005.1,345.8,3820,5,1,162,1
16,29.6,79.3,1005.7,338.4,3950,5,1,162,1
17,29.2,79.7,1005.2,325.7,3990,5,1,162,1
18,28.9,78.9,1005.8,300.8,3720,5,1,162,1
19,29.3,80.0,1005.4,368.9,4000,5,1,162,1
20,29.1,79.2,1004.8,340.2,3920,5,1,162,1
11,29.2,79.0,1004.8,315.8,3600,6,2,168,1
12,29.5,79.4,1004.6,348.6,3750,6,2,168,1
13,29.0,78.5,1005.2,305.4,3420,6,1,168,1
14,28.9,78.9,1004.5,370.7,3900,6,1,168,1
15,29.4,79.7,1004.7,330.5,3580,6,1,168,1
16,29.5,78.8,1005.3,325.6,3680,6,1,168,1
17,29.1,79.2,1004.8,310.4,3820,6,1,168,1
18,28.8,78.4,1005.4,300.9,3550,6,1,168,1
19,29.3,79.5,1005.0,352.1,3950,6,1,168,1
20,29.2,78.7,1004.4,318.3,3700,6,1,168,1
11,30.3,79.8,1005.3,335.2,3820,6,2,174,1
12,30.6,80.2,1005.1,368.5,3950,6,2,174,1
13,29.9,79.3,1005.7,320.4,3600,6,1,174,1
14,29.8,79.7,1005.0,385.7,4000,6,1,174,1
15,30.4,80.4,1005.2,345.6,3780,6,1,174,1
16,30.5,79.5,1005.8,338.9,3920,6,1,174,1
17,30.1,79.9,1005.3,325.8,3990,6,1,174,1
18,29.7,79.1,1005.9,305.6,3680,6,1,174,1
19,30.2,80.1,1005.5,370.1,4000,6,1,174,1
20,30.0,79.4,1004.9,340.7,3880,6,1,174,1
11,30.5,79.5,1005.2,360.6,3900,6,2,180,1
12,30.8,79.9,1005.0,395.2,4050,6,2,180,1
13,30.1,79.0,1005.6,345.7,3750,6,1,180,1
14,30.0,79.4,1004.9,410.3,4200,6,1,180,1
15,30.6,80.1,1005.1,370.8,3950,6,1,180,1
16,30.7,79.2,1005.7,365.4,4080,6,1,180,1
17,30.3,79.6,1005.2,350.2,4150,6,1,180,1
18,29.9,78.8,1005.8,330.6,3820,6,1,180,1
19,30.4,79.8,1005.4,398.7,4250,6,1,180,1
20,30.2,79.1,1004.8,368.5,4000,6,1,180,1
11,29.7,80.4,1004.8,300.4,3600,6,3,186,1
12,30.0,80.8,1004.6,335.9,3720,6,3,186,1
13,29.3,79.9,1005.2,285.6,3400,6,2,186,1
14,29.2,80.3,1004.5,350.2,3820,6,2,186,1
15,29.8,81.0,1004.7,310.3,3550,6,2,186,1
16,29.9,80.1,1005.3,305.8,3680,6,2,186,1
17,29.5,80.5,1004.8,290.6,3750,6,2,186,1
18,29.1,79.7,1005.4,270.4,3450,6,2,186,1
19,29.6,80.7,1005.0,338.2,3880,6,2,186,1
20,29.4,80.0,1004.4,308.5,3650,6,2,186,1
11,28.4,82.1,1005.4,312.6,3580,7,3,192,1
12,27.9,81.8,1005.1,295.3,3460,7,3,192,1
13,28.7,82.4,1005.3,334.7,3420,7,2,192,1
14,27.8,81.5,1005.2,281.9,3390,7,2,192,1
15,28.5,82.0,1005.0,305.6,3510,7,2,192,1
16,28.1,81.7,1005.3,322.4,3640,7,2,192,1
17,27.7,81.4,1005.5,274.6,3350,7,2,192,1
18,28.6,82.3,1005.2,341.5,3800,7,2,192,1
19,28.2,81.9,1005.1,297.8,3490,7,2,192,1
20,27.8,81.6,1005.4,286.2,3410,7,2,192,1
11,31.6,78.9,1004.6,287.5,3680,7,3,198,1
12,31.2,79.1,1004.4,316.4,3220,7,3,198,1
13,31.8,78.5,1004.5,268.7,3540,7,2,198,1
14,30.9,78.7,1004.7,338.9,3920,7,2,198,1
15,31.4,79.3,1004.3,299.6,3660,7,2,198,1
16,31.7,78.8,1004.6,324.5,3840,7,2,198,1
17,31.0,79.0,1004.8,276.8,3570,7,2,198,1
18,31.5,78.6,1004.4,342.1,3950,7,2,198,1
19,30.8,79.4,1004.5,292.7,3610,7,2,198,1
20,31.3,78.7,1004.6,309.3,3740,7,2,198,1
11,30.3,80.4,1004.8,318.7,3715,7,3,204,1
12,29.8,80.7,1004.6,287.1,3588,7,3,204,1
13,30.5,80.2,1004.9,332.4,3864,7,2,204,1
14,29.6,80.8,1004.7,269.3,3476,7,2,204,1
15,30.1,80.6,1004.5,307.9,3792,7,2,204,1
16,29.9,80.3,1005.0,296.5,3648,7,2,204,1
17,30.4,80.9,1004.8,341.8,3946,7,2,204,1
18,29.7,80.5,1005.1,274.2,3524,7,2,204,1
19,30.2,81.0,1004.7,323.6,3898,7,2,204,1
20,29.8,80.4,1004.9,291.4,3616,7,2,204,1
11,29.1,82.5,1005.3,278.6,4012,7,4,210,1
12,28.7,82.1,1005.0,312.9,3733,7,4,210,1
13,29.3,82.6,1005.4,265.7,3661,7,3,210,1
14,28.8,82.0,1005.2,336.4,3987,7,3,210,1
15,29.2,82.7,1005.1,294.8,3826,7,3,210,1
16,28.9,82.3,1005.5,319.5,3914,7,3,210,1
17,29.4,82.8,1005.2,271.9,3697,7,3,210,1
18,28.6,81.9,1005.6,344.1,4045,7,3,210,1
19,29.0,82.4,1005.3,286.3,3774,7,3,210,1
20,28.8,82.2,1005.1,327.7,3958,7,4,210,1
11,27.8,86.1,1007.2,301.2,3896,8,4,216,1
12,27.5,85.7,1007.6,328.9,3712,8,4,216,1
13,27.9,86.3,1008.0,296.4,3628,8,3,216,1
14,27.6,85.9,1007.4,342.8,3821,8,3,216,1
15,28.0,86.5,1007.8,310.7,3745,8,3,216,1
16,27.7,86.0,1008.1,334.6,3862,8,3,216,1
17,28.1,86.7,1007.5,298.1,3604,8,3,216,1
18,27.4,85.6,1008.2,351.5,3957,8,3,216,1
19,27.8,86.2,1007.3,306.3,3729,8,3,216,1
20,27.6,85.8,1007.7,339.4,3848,8,4,216,1
11,32.4,72.8,1003.8,254.6,4212,8,5,222,1
12,32.1,73.4,1003.6,271.3,4105,8,5,222,1
13,32.7,72.6,1003.7,243.5,3984,8,4,222,1
14,32.3,73.1,1003.5,286.7,4159,8,4,222,1
15,32.6,72.4,1003.6,262.8,4041,8,4,222,1
16,32.2,73.0,1003.7,279.1,4127,8,4,222,1
17,32.8,72.2,1003.5,247.4,3996,8,4,222,1
18,32.0,73.5,1003.8,292.6,4204,8,4,222,1
19,32.5,72.7,1003.6,259.9,4068,8,4,222,1
20,32.3,73.2,1003.7,283.4,4143,8,5,222,1
11,30.4,79.2,1004.6,289.7,4078,8,5,228,1
12,30.1,78.9,1004.5,314.2,3926,8,5,228,1
13,30.6,79.5,1004.7,276.3,3812,8,4,228,1
14,30.2,79.0,1004.6,329.8,4037,8,4,228,1
15,30.5,79.6,1004.5,298.4,3948,8,4,228,1
16,30.3,79.3,1004.7,318.1,4019,8,4,228,1
17,30.7,79.7,1004.6,282.5,3864,8,4,228,1
18,30.0,78.8,1004.8,336.9,4093,8,4,228,1
19,30.4,79.4,1004.6,291.6,3887,8,4,228,1
20,30.2,79.1,1004.5,324.7,3976,8,5,228,1
11,28.7,83.9,1007.6,332.5,3812,8,5,234,1
12,29.4,82.8,1007.2,276.3,3975,8,5,234,1
13,28.5,83.5,1008.0,348.1,3669,8,4,234,1
14,29.1,82.7,1007.4,295.6,3898,8,4,234,1
15,28.9,84.1,1007.9,321.8,3742,8,4,234,1
16,29.3,83.0,1007.3,269.7,3921,8,4,234,1
17,28.6,83.7,1007.8,340.4,3608,8,4,234,1
18,29.2,82.9,1007.5,287.9,4016,8,4,234,1
19,28.8,83.3,1008.0,314.2,3725,8,4,234,1
20,29.0,83.6,1007.7,303.1,3849,8,5,234,1
11,27.6,85.1,1008.4,295.2,3821,9,5,240,1
12,27.3,84.7,1007.2,334.1,3614,9,6,240,1
13,27.9,85.6,1008.6,286.4,3495,9,5,240,1
14,27.4,84.1,1008.3,359.5,3722,9,5,240,1
15,27.8,85.9,1008.3,312.8,3564,9,5,240,1
16,27.5,84.5,1008.6,341.9,3685,9,5,240,1
17,28.0,86.2,1007.4,289.7,3508,9,6,240,1
18,27.2,83.8,1007.2,372.5,3824,9,6,240,1
19,27.7,84.6,1008.3,302.5,3609,9,6,240,1
20,27.4,84.3,1007.2,345.7,3716,9,5,240,1
11,32.4,72.8,1004.8,248.6,4213,9,5,246,1
12,31.8,73.5,1004.9,289.6,3986,9,6,246,1
13,32.6,71.9,1005.0,235.7,4018,9,5,246,1
14,31.5,74.4,1004.7,301.7,4156,9,5,246,1
15,32.2,72.1,1004.8,258.4,4027,9,5,246,1
16,31.9,73.3,1005.1,297.5,4094,9,5,246,1
17,32.7,71.6,1004.9,238.1,4045,9,6,246,1
18,31.6,74.1,1005.1,315.9,4210,9,6,246,1
19,32.1,72.4,1004.9,249.3,4012,9,6,246,1
20,31.7,73.9,1004.8,296.2,4144,9,5,246,1
11,30.8,78.5,1005.0,267.9,4055,9,6,252,1
12,30.1,77.9,1005.0,304.8,3895,9,5,252,1
13,31.2,78.3,1005.2,256.3,3862,9,5,252,1
14,30.3,79.1,1004.9,324.6,3998,9,5,252,1
15,30.9,78.7,1005.0,274.6,3923,9,5,252,1
16,30.5,78.2,1005.2,309.8,3982,9,6,252,1
17,31.1,78.9,1005.1,254.7,3899,9,6,252,1
18,30.2,78.0,1005.3,329.4,4105,9,6,252,1
19,30.7,78.1,1005.1,266.8,3876,9,5,252,1
11,29.0,83.4,1008.2,281.4,3965,9,5,258,1
12,28.7,83.1,1008.0,318.7,3728,9,6,258,1
13,29.2,83.6,1008.3,269.5,3654,9,5,258,1
14,28.8,83.0,1008.1,341.2,3892,9,5,258,1
15,29.1,83.7,1008.4,297.3,3784,9,5,258,1
16,28.9,83.2,1008.2,323.6,3871,9,5,258,1
17,29.3,83.8,1008.5,274.1,3682,9,6,258,1
18,28.6,82.9,1008.3,349.8,4013,9,6,258,1
19,29.0,83.3,1008.1,288.6,3749,9,6,258,1
20,28.8,83.1,1008.4,331.5,3927,9,5,258,1
11,28.9,85.8,1007.6,285.4,4021,10,6,264,1
12,29.1,86.2,1007.9,271.8,4093,10,6,264,1
13,28.7,85.5,1007.3,298.6,3978,10,6,264,1
14,29.3,86.4,1008.0,263.7,4152,10,6,264,1
15,28.8,85.9,1007.7,276.9,4064,10,6,264,1
16,29.0,86.1,1008.1,289.2,3986,10,6,264,1
17,29.2,86.5,1007.8,267.5,4128,10,6,264,1
18,28.6,85.4,1007.5,301.3,3942,10,6,264,1
19,29.4,86.7,1008.2,259.6,4187,10,6,264,1
20,28.9,85.7,1007.4,293.1,4015,10,6,264,1
11,30.1,84.3,1008.3,248.6,4325,10,6,270,1
12,29.8,84.7,1008.0,261.4,4258,10,6,270,1
13,30.3,84.1,1008.5,239.7,4412,10,6,270,1
14,29.7,84.5,1008.2,255.9,4287,10,6,270,1
15,30.0,84.8,1008.6,244.2,4376,10,6,270,1
16,30.2,84.2,1008.4,251.6,4309,10,6,270,1
17,29.9,84.6,1008.1,263.8,4234,10,6,270,1
18,30.4,84.0,1008.7,236.5,4451,10,6,270,1
19,29.6,84.4,1008.3,258.7,4279,10,6,270,1
20,30.1,84.9,1008.5,242.3,4398,10,6,270,1
11,30.6,83.7,1008.8,221.4,4623,10,6,276,1
12,30.3,83.4,1008.6,235.7,4552,10,6,276,1
13,30.8,83.9,1009.0,214.8,4715,10,6,276,1
14,30.2,83.6,1008.7,228.1,4594,10,6,276,1
15,30.7,83.8,1009.1,219.6,4682,10,6,276,1
16,30.4,83.5,1008.9,233.2,4536,10,6,276,1
17,30.9,84.0,1009.2,211.7,4758,10,6,276,1
18,30.1,83.3,1008.6,240.5,4498,10,6,276,1
19,30.5,83.7,1008.8,225.9,4611,10,6,276,1
20,30.8,83.9,1009.0,217.3,4696,10,6,276,1
11,31.0,83.1,1009.3,198.6,4982,10,6,282,1
12,30.7,82.9,1009.1,205.4,4875,10,6,282,1
13,31.2,83.3,1009.5,192.7,5068,10,6,282,1
14,30.6,83.0,1009.2,209.8,4812,10,6,282,1
15,31.1,83.4,1009.6,194.3,5021,10,6,282,1
16,30.8,82.8,1009.0,212.5,4789,10,6,282,1
17,31.3,83.5,1009.7,189.6,5094,10,6,282,1
18,30.5,82.7,1009.1,215.7,4763,10,6,282,1
19,31.0,83.2,1009.4,201.2,4927,10,6,282,1
20,30.9,83.3,1009.3,197.8,5000,10,6,282,1
13,27.8,85.4,1008.0,273.9,4188,11,6,288,1
14,27.4,85.7,1008.2,261.5,4327,11,6,288,1
15,27.9,86.0,1008.4,249.8,4456,11,6,288,1
16,27.5,85.5,1008.1,266.2,4239,11,6,288,1
17,28.0,86.2,1008.5,243.7,4521,11,6,288,1
18,27.2,85.3,1008.0,278.6,4098,11,6,288,1
19,27.7,85.8,1008.3,257.4,4389,11,6,288,1
20,27.4,85.6,1008.2,263.1,4304,11,6,288,1
13,32.1,84.5,1008.8,231.7,4712,11,6,294,1
14,31.6,84.8,1008.7,236.9,4639,11,6,294,1
15,32.0,85.0,1008.9,228.4,4786,11,6,294,1
16,31.5,84.6,1008.6,242.8,4574,11,6,294,1
17,32.3,85.1,1009.0,224.9,4862,11,6,294,1
18,31.2,84.4,1008.5,247.3,4496,11,6,294,1
19,31.9,84.9,1008.8,233.6,4695,11,6,294,1
20,31.7,84.7,1008.7,239.2,4610,11,6,294,1
13,30.7,83.6,1009.2,208.7,4956,11,6,300,1
14,30.3,83.9,1009.1,213.2,4908,11,6,300,1
15,30.6,84.1,1009.3,205.4,4988,11,6,300,1
16,30.2,83.7,1009.0,221.6,4789,11,6,300,1
17,30.9,84.2,1009.4,199.8,4995,11,6,300,1
18,29.9,83.5,1008.9,226.7,4723,11,6,300,1
19,30.4,83.9,1009.2,210.3,4931,11,6,300,1
20,30.3,83.8,1009.1,212.5,4916,11,6,300,1
13,29.1,83.4,1009.6,189.2,5000,11,6,306,1
14,28.5,83.1,1009.4,205.6,4962,11,6,306,1
15,29.0,83.5,1009.7,192.8,4993,11,6,306,1
16,28.7,82.9,1009.2,208.9,4947,11,6,306,1
17,29.2,83.6,1009.8,185.7,5000,11,6,306,1
18,28.4,82.8,1009.3,212.4,4921,11,6,306,1
19,28.8,83.3,1009.5,198.3,4981,11,6,306,1
20,28.9,83.4,1009.4,194.6,4990,11,6,306,1
13,27.9,85.3,1009.6,209.8,4475,12,6,312,1
14,27.5,85.7,1009.3,218.7,4594,12,6,312,1
15,28.0,86.0,1009.7,205.4,4682,12,6,312,1
16,27.6,85.4,1009.1,226.1,4428,12,6,312,1
18,27.3,85.2,1009.0,231.4,4389,12,6,312,1
19,27.8,85.8,1009.5,212.9,4558,12,6,312,1
20,27.6,85.6,1009.3,216.5,4496,12,6,318,1
13,32.0,84.4,1008.4,192.6,4892,12,6,318,1
14,31.5,84.7,1008.1,201.8,4786,12,6,318,1
15,31.9,85.0,1008.5,189.4,4925,12,6,318,1
16,31.3,84.5,1008.0,208.6,4701,12,6,318,1
18,31.1,84.3,1007.9,214.3,4667,12,6,318,1
19,31.7,84.8,1008.3,196.7,4841,12,6,318,1
20,31.4,84.6,1008.2,199.5,4803,12,6,318,1
13,30.6,83.5,1008.5,181.4,4978,12,6,324,1
14,30.2,83.8,1008.2,189.7,4910,12,6,324,1
15,30.5,84.0,1008.6,178.9,4992,12,6,324,1
16,30.1,83.6,1008.1,196.2,4827,12,6,324,1
18,29.9,83.4,1007.9,201.3,4784,12,6,324,1
19,30.4,83.8,1008.4,184.2,4945,12,6,324,1
20,30.3,83.7,1008.3,186.5,4932,12,6,324,1
13,29.1,83.4,1009.7,189.2,5000,12,6,330,1
14,28.5,83.1,1009.5,205.6,4962,12,6,330,1
15,29.0,83.5,1009.8,192.8,4993,12,6,330,1
16,28.7,82.9,1009.3,208.9,4947,12,6,330,1
18,28.4,82.8,1009.4,212.4,4921,12,6,330,1
19,28.8,83.3,1009.6,198.3,4981,12,6,330,1
20,28.9,83.4,1009.5,194.6,4990,12,6,330,1
13,28.0,86.9,1009.3,246.7,4052,13,6,336,1
14,27.7,87.8,1009.1,258.9,4244,13,6,336,1
15,28.2,86.5,1009.4,239.8,3968,13,6,336,1
18,27.6,88.3,1009.3,266.8,4382,13,6,336,1
19,28.1,86.7,1009.4,244.2,4015,13,6,336,1
20,27.8,87.4,1009.2,249.7,4098,13,6,336,1
13,31.6,77.2,1008.7,186.5,4018,13,6,342,1
14,30.9,78.1,1008.5,204.6,3875,13,6,342,1
15,31.3,77.6,1008.8,192.9,3952,13,6,342,1
18,30.8,78.9,1008.7,216.2,3795,13,6,342,1
19,31.5,77.3,1008.8,189.7,3983,13,6,342,1
20,31.2,77.9,1008.6,200.5,3911,13,6,342,1
13,30.9,78.7,1004.7,338.9,3920,13,6,348,1
14,29.7,80.4,1008.9,230.2,4219,13,6,348,1
